spillLogEntryTime run dataLog
06-Sep-2011 12:15:00 25444 13676
06-Sep-2011 12:26:00 25445 13677
06-Sep-2011 12:38:00 25446 13678
06-Sep-2011 12:50:00 25447 13679
06-Sep-2011 13:00:00 25448 13680
06-Sep-2011 13:12:00 25449 13681
06-Sep-2011 13:25:00 25450 13682
06-Sep-2011 13:42:00 25451 13683
06-Sep-2011 14:11:00 25452 13684
06-Sep-2011 14:23:00 25453 13685
06-Sep-2011 14:34:00 25454 13686
06-Sep-2011 14:44:00 25455 13687
06-Sep-2011 15:01:00 25456 13688
06-Sep-2011 15:15:00 25457 13689
06-Sep-2011 17:12:00 25458 13690
06-Sep-2011 17:26:00 25459 13691
07-Sep-2011 07:10:00 25460 13692
07-Sep-2011 07:26:00 25461 13693
07-Sep-2011 07:41:00 25462 13694
07-Sep-2011 07:48:00 25463 13695
07-Sep-2011 07:53:00 25464 13696
07-Sep-2011 07:59:00 25465 13697
07-Sep-2011 08:06:00 25466 13698
07-Sep-2011 08:15:00 25467 13699
07-Sep-2011 08:21:00 25468 13700
07-Sep-2011 08:32:00 25469 13701
07-Sep-2011 08:44:00 25470 13702
07-Sep-2011 08:54:00 25471 13703
07-Sep-2011 09:05:00 25472 13704
07-Sep-2011 09:16:00 25473 13705
07-Sep-2011 09:37:00 25474 13706
07-Sep-2011 09:48:00 25475 13707
07-Sep-2011 09:49:00 25476 13708
07-Sep-2011 09:59:00 25477 13709
07-Sep-2011 10:11:00 25478 13710
07-Sep-2011 10:18:00 25479 13711
07-Sep-2011 10:45:00 25480 13712
07-Sep-2011 10:49:00 25481 13713
07-Sep-2011 11:00:00 25482 13714
07-Sep-2011 11:10:00 25483 13715
07-Sep-2011 11:38:00 25484 13716
07-Sep-2011 11:42:00 25485 13717
07-Sep-2011 11:54:00 25486 13718
07-Sep-2011 12:00:00 25487 13719
07-Sep-2011 12:12:00 25488 13720
07-Sep-2011 12:23:00 25489 13721
07-Sep-2011 12:31:00 25490 13722
07-Sep-2011 12:37:00 25491 13723
07-Sep-2011 12:43:00 25492 13724
07-Sep-2011 12:47:00 25493 13725
07-Sep-2011 12:51:00 25494 13726
07-Sep-2011 12:59:00 25495 13727
07-Sep-2011 13:06:00 25496 13728
07-Sep-2011 13:13:00 25497 13729
07-Sep-2011 13:23:00 25498 13730
07-Sep-2011 13:28:00 25499 13731
07-Sep-2011 13:31:00 25500 13732
07-Sep-2011 13:39:00 25501 13733
07-Sep-2011 13:44:00 25502 13734
07-Sep-2011 13:53:00 25503 13735
07-Sep-2011 13:56:00 25504 13736
07-Sep-2011 14:07:00 25505 13737
07-Sep-2011 14:11:00 25506 13738
07-Sep-2011 14:12:00 25507 13739
07-Sep-2011 14:22:00 25508 13740
07-Sep-2011 14:27:00 25509 13741
07-Sep-2011 14:30:00 25510 13742
07-Sep-2011 14:31:00 25511 13743
07-Sep-2011 14:35:00 25512 13744
07-Sep-2011 14:43:00 25513 13745
07-Sep-2011 14:49:00 25514 13746
07-Sep-2011 14:54:00 25515 13747
07-Sep-2011 15:02:00 25516 13748
07-Sep-2011 18:21:00 25517 13749
07-Sep-2011 18:25:00 25518 13750
07-Sep-2011 18:45:00 25519 13751
07-Sep-2011 18:51:00 25520 13752
07-Sep-2011 18:53:00 25521 13753
08-Sep-2011 07:16:00 25522 13754
08-Sep-2011 07:31:00 25523 13755
08-Sep-2011 07:42:00 25524 13756
08-Sep-2011 07:47:00 25525 13757
08-Sep-2011 07:54:00 25526 13758
08-Sep-2011 08:01:00 25527 13759
08-Sep-2011 08:08:00 25528 13760
08-Sep-2011 08:16:00 25529 13761
08-Sep-2011 08:22:00 25530 13762
08-Sep-2011 08:30:00 25531 13763
08-Sep-2011 08:39:00 25532 13764
08-Sep-2011 08:49:00 25533 13765
08-Sep-2011 08:58:00 25534 13766
08-Sep-2011 09:06:00 25535 13767
08-Sep-2011 09:11:00 25536 13768
08-Sep-2011 09:18:00 25537 13769
08-Sep-2011 09:22:00 25538 13770
08-Sep-2011 09:27:00 25539 13771
08-Sep-2011 09:34:00 25540 13772
08-Sep-2011 09:40:00 25541 13773
08-Sep-2011 09:55:00 25542 13774
08-Sep-2011 10:00:00 25543 13775
08-Sep-2011 10:06:00 25544 13776
08-Sep-2011 10:12:00 25545 13777
08-Sep-2011 10:18:00 25546 13778
08-Sep-2011 10:23:00 25547 13779
08-Sep-2011 10:30:00 25548 13780
08-Sep-2011 10:34:00 25549 13781
08-Sep-2011 10:38:00 25550 13782
08-Sep-2011 10:43:00 25551 13783
08-Sep-2011 10:47:00 25552 13784
08-Sep-2011 10:59:00 25553 13785
08-Sep-2011 11:02:00 25554 13786
08-Sep-2011 11:06:00 25555 13787
08-Sep-2011 11:12:00 25556 13788
08-Sep-2011 11:20:00 25557 13789
08-Sep-2011 11:24:00 25558 13790
08-Sep-2011 11:27:00 25559 13791
08-Sep-2011 11:32:00 25560 13792
08-Sep-2011 11:37:00 25561 13793
08-Sep-2011 11:42:00 25562 13794
08-Sep-2011 11:48:00 25563 13795
08-Sep-2011 11:52:00 25564 13796
08-Sep-2011 11:58:00 25565 13797
08-Sep-2011 12:04:00 25566 13798
08-Sep-2011 12:08:00 25567 13799
08-Sep-2011 12:13:00 25568 13800
08-Sep-2011 12:18:00 25569 13801
08-Sep-2011 12:23:00 25570 13802
08-Sep-2011 12:28:00 25571 13803
08-Sep-2011 12:34:00 25572 13804
08-Sep-2011 12:41:00 25573 13805
08-Sep-2011 12:47:00 25574 13806
08-Sep-2011 12:52:00 25575 13807
08-Sep-2011 12:57:00 25576 13808
08-Sep-2011 13:04:00 25577 13809
08-Sep-2011 13:11:00 25578 13810
08-Sep-2011 13:16:00 25579 13811
08-Sep-2011 13:22:00 25580 13812
08-Sep-2011 13:27:00 25581 13813
08-Sep-2011 13:32:00 25582 13814
08-Sep-2011 13:38:00 25583 13815
08-Sep-2011 13:43:00 25584 13816
08-Sep-2011 13:48:00 25585 13817
08-Sep-2011 13:52:00 25586 13818
08-Sep-2011 13:56:00 25587 13819
08-Sep-2011 13:59:00 25588 13820
08-Sep-2011 14:03:00 25589 13821
08-Sep-2011 14:07:00 25590 13822
08-Sep-2011 14:26:00 25591 13823
08-Sep-2011 14:36:00 25592 13824
08-Sep-2011 15:06:00 25593 13825
09-Sep-2011 06:51:00 25594 13826
09-Sep-2011 06:54:00 25595 13827
09-Sep-2011 07:22:00 25596 13828
09-Sep-2011 07:27:00 25597 13829
09-Sep-2011 07:32:00 25598 13830
09-Sep-2011 07:40:00 25599 13831
09-Sep-2011 07:45:00 25600 13832
09-Sep-2011 07:46:00 25601 13833
09-Sep-2011 07:53:00 25602 13834
09-Sep-2011 08:01:00 25603 13835
09-Sep-2011 08:13:00 25604 13836
09-Sep-2011 08:23:00 25605 13837
09-Sep-2011 08:36:00 25606 13838
09-Sep-2011 08:52:00 25607 13839
09-Sep-2011 09:09:00 25608 13840
09-Sep-2011 09:25:00 25609 13841
09-Sep-2011 09:50:00 25610 13842
09-Sep-2011 10:08:00 25611 13843
09-Sep-2011 10:23:00 25612 13844
09-Sep-2011 10:43:00 25613 13845
09-Sep-2011 10:59:00 25614 13846
09-Sep-2011 11:13:00 25615 13847
09-Sep-2011 11:19:00 25616 13848
09-Sep-2011 11:47:00 25617 13849
09-Sep-2011 11:52:00 25618 13850
09-Sep-2011 12:09:00 25619 13851
09-Sep-2011 12:30:00 25620 13852
09-Sep-2011 12:46:00 25621 13853
09-Sep-2011 13:01:00 25622 13854
09-Sep-2011 13:02:00 25623 13855
09-Sep-2011 13:18:00 25624 13856
09-Sep-2011 13:26:00 25625 13857
09-Sep-2011 13:32:00 25626 13858
09-Sep-2011 13:47:00 25627 13859
09-Sep-2011 13:55:00 25628 13860
09-Sep-2011 13:58:00 25629 13861
09-Sep-2011 14:02:00 25630 13862
09-Sep-2011 14:09:00 25631 13863
09-Sep-2011 14:12:00 25632 13864
09-Sep-2011 14:19:00 25633 13865
09-Sep-2011 14:38:00 25634 13866
09-Sep-2011 14:46:00 25635 13867
09-Sep-2011 14:53:00 25636 13868
09-Sep-2011 15:00:00 25637 13869
10-Sep-2011 07:15:00 25638 13870
10-Sep-2011 07:17:00 25639 13871
10-Sep-2011 07:43:00 25640 13872
10-Sep-2011 08:10:00 25641 13873
10-Sep-2011 08:18:00 25642 13874
10-Sep-2011 08:21:00 25643 13875
10-Sep-2011 08:25:00 25644 13876
10-Sep-2011 08:30:00 25645 13877
10-Sep-2011 08:34:00 25646 13878
10-Sep-2011 08:40:00 25647 13879
10-Sep-2011 08:45:00 25648 13880
10-Sep-2011 08:53:00 25649 13881
10-Sep-2011 09:02:00 25650 13882
10-Sep-2011 09:16:00 25651 13883
10-Sep-2011 09:28:00 25652 13884
10-Sep-2011 09:36:00 25653 13885
10-Sep-2011 09:43:00 25654 13886
10-Sep-2011 10:52:00 25656 13887
10-Sep-2011 11:00:00 25657 13888
10-Sep-2011 11:07:00 25658 13889
10-Sep-2011 11:25:00 25659 13890
10-Sep-2011 11:39:00 25660 13891
10-Sep-2011 11:50:00 25661 13892
10-Sep-2011 11:53:00 25662 13893
10-Sep-2011 11:59:00 25663 13894
10-Sep-2011 12:09:00 25664 13895
10-Sep-2011 12:15:00 25665 13896
10-Sep-2011 12:22:00 25666 13897
10-Sep-2011 12:32:00 25667 13898
10-Sep-2011 12:40:00 25668 13899
10-Sep-2011 12:52:00 25669 13900
10-Sep-2011 12:57:00 25670 13901
10-Sep-2011 13:04:00 25671 13902
10-Sep-2011 13:15:00 25672 13903
10-Sep-2011 13:28:00 25673 13904
10-Sep-2011 13:38:00 25674 13905
10-Sep-2011 13:45:00 25675 13906
10-Sep-2011 13:57:00 25676 13907
10-Sep-2011 14:11:00 25677 13908
10-Sep-2011 14:17:00 25678 13909
10-Sep-2011 14:22:00 25679 13910
10-Sep-2011 14:33:00 25680 13911
10-Sep-2011 14:41:00 25681 13912
10-Sep-2011 14:47:00 25682 13913
10-Sep-2011 14:56:00 25683 13914
10-Sep-2011 14:59:00 25684 13915
10-Sep-2011 15:05:00 25685 13916
10-Sep-2011 15:11:00 25686 13917
10-Sep-2011 15:20:00 25687 13918
10-Sep-2011 15:25:00 25688 13919
10-Sep-2011 15:31:00 25689 13920
10-Sep-2011 15:47:00 25690 13921
10-Sep-2011 15:54:00 25691 13922
10-Sep-2011 16:01:00 25692 13923
10-Sep-2011 16:11:00 25693 13924
10-Sep-2011 16:21:00 25694 13925
10-Sep-2011 16:33:00 25695 13926
10-Sep-2011 16:43:00 25696 13927
10-Sep-2011 16:53:00 25697 13928
10-Sep-2011 17:21:00 25698 13929
11-Sep-2011 13:22:00 25700 13930
12-Sep-2011 15:09:00 25702 13932
12-Sep-2011 15:33:00 25703 13933
12-Sep-2011 15:38:00 25704 13934
12-Sep-2011 15:43:00 25705 13935
12-Sep-2011 15:51:00 25707 13937
12-Sep-2011 15:52:00 25708 13938
12-Sep-2011 16:00:00 25709 13939
12-Sep-2011 16:08:00 25710 13940
12-Sep-2011 16:24:00 25711 13941
12-Sep-2011 16:37:00 25712 13942
12-Sep-2011 16:45:00 25713 13943
12-Sep-2011 16:56:00 25714 13944
12-Sep-2011 17:00:00 25715 13945
12-Sep-2011 17:04:00 25716 13946
12-Sep-2011 17:27:00 25717 13947
12-Sep-2011 17:55:00 25718 13948
12-Sep-2011 18:25:00 25719 13949
12-Sep-2011 18:30:00 25720 13950
12-Sep-2011 18:40:00 25721 13951
12-Sep-2011 18:46:00 25722 13952
12-Sep-2011 18:51:00 25723 13953
12-Sep-2011 18:59:00 25724 13954
12-Sep-2011 19:03:00 25725 13955
12-Sep-2011 19:10:00 25726 13956
12-Sep-2011 19:20:00 25727 13957
12-Sep-2011 19:35:00 25728 13958
12-Sep-2011 19:49:00 25729 13959
12-Sep-2011 20:04:00 25730 13960
12-Sep-2011 20:16:00 25731 13961
12-Sep-2011 20:34:00 25732 13962
12-Sep-2011 20:48:00 25733 13963
12-Sep-2011 21:01:00 25734 13964
12-Sep-2011 21:12:00 25735 13965
12-Sep-2011 21:25:00 25736 13966
12-Sep-2011 21:39:00 25737 13967
12-Sep-2011 21:50:00 25738 13968
12-Sep-2011 22:00:00 25739 13969
12-Sep-2011 22:11:00 25740 13970
12-Sep-2011 22:23:00 25741 13971
12-Sep-2011 22:34:00 25742 13972
12-Sep-2011 22:48:00 25743 13973
12-Sep-2011 22:59:00 25744 13974
12-Sep-2011 23:09:00 25745 13975
13-Sep-2011 15:19:00 25746 13976
13-Sep-2011 16:24:00 25748 13977
13-Sep-2011 16:29:00 25749 13978
13-Sep-2011 16:32:00 25750 13979
13-Sep-2011 16:39:00 25751 13980
13-Sep-2011 16:46:00 25752 13981
13-Sep-2011 16:55:00 25753 13982
13-Sep-2011 17:03:00 25754 13983
13-Sep-2011 17:08:00 25755 13984
13-Sep-2011 17:18:00 25756 13985
13-Sep-2011 18:39:00 25757 13986
13-Sep-2011 18:40:00 25758 13987
13-Sep-2011 18:50:00 25759 13988
13-Sep-2011 19:01:00 25760 13989
13-Sep-2011 19:03:00 25761 13990
13-Sep-2011 19:13:00 25762 13991
13-Sep-2011 19:24:00 25763 13992
13-Sep-2011 19:36:00 25764 13993
13-Sep-2011 20:09:00 25765 13994
13-Sep-2011 20:28:00 25766 13995
13-Sep-2011 20:48:00 25767 13996
13-Sep-2011 20:55:00 25768 13997
13-Sep-2011 21:11:00 25769 13998
13-Sep-2011 21:32:00 25770 13999
13-Sep-2011 21:49:00 25771 14000
13-Sep-2011 22:00:00 25772 14001
13-Sep-2011 22:17:00 25773 14002
13-Sep-2011 22:28:00 25774 14003
13-Sep-2011 22:45:00 25775 14004
13-Sep-2011 23:02:00 25776 14005
14-Sep-2011 15:15:00 25777 14006
14-Sep-2011 15:29:00 25778 14007
14-Sep-2011 16:39:00 25780 14008
14-Sep-2011 16:43:00 25781 14009
14-Sep-2011 16:56:00 25782 14010
14-Sep-2011 17:11:00 25783 14011
14-Sep-2011 17:23:00 25784 14012
14-Sep-2011 17:33:00 25785 14013
14-Sep-2011 17:39:00 25786 14014
14-Sep-2011 17:53:00 25787 14015
14-Sep-2011 18:03:00 25788 14016
14-Sep-2011 18:10:00 25789 14017
14-Sep-2011 18:21:00 25790 14018
14-Sep-2011 18:36:00 25791 14019
14-Sep-2011 18:58:00 25792 14020
14-Sep-2011 19:09:00 25793 14021
14-Sep-2011 19:25:00 25794 14022
14-Sep-2011 19:47:00 25795 14023
14-Sep-2011 19:57:00 25796 14024
14-Sep-2011 20:11:00 25797 14025
14-Sep-2011 20:25:00 25798 14026
14-Sep-2011 20:36:00 25799 14027
14-Sep-2011 20:53:00 25800 14028
14-Sep-2011 21:03:00 25801 14029
14-Sep-2011 21:12:00 25802 14030
14-Sep-2011 21:23:00 25803 14031
14-Sep-2011 21:34:00 25804 14032
14-Sep-2011 21:50:00 25805 14033
14-Sep-2011 22:01:00 25806 14034
14-Sep-2011 22:17:00 25807 14035
14-Sep-2011 22:29:00 25808 14036
14-Sep-2011 22:44:00 25809 14037
14-Sep-2011 22:55:00 25810 14038
14-Sep-2011 23:06:00 25811 14039
16-Sep-2011 17:00:00 25815 14040
16-Sep-2011 17:02:00 25816 14041
16-Sep-2011 17:06:00 25817 14042
16-Sep-2011 17:24:00 25818 14043
16-Sep-2011 18:16:00 25819 14044
16-Sep-2011 19:48:00 25820 14045
16-Sep-2011 20:04:00 25821 14046
16-Sep-2011 20:15:00 25822 14047
16-Sep-2011 21:05:00 25823 14048
16-Sep-2011 21:12:00 25824 14049
16-Sep-2011 21:31:00 25825 14050
16-Sep-2011 21:40:00 25826 14051
16-Sep-2011 21:53:00 25827 14052
16-Sep-2011 21:58:00 25828 14053
16-Sep-2011 22:06:00 25829 14054
16-Sep-2011 22:11:00 25830 14055
16-Sep-2011 22:22:00 25832 14057
16-Sep-2011 22:30:00 25833 14059
16-Sep-2011 22:41:00 25834 14061
16-Sep-2011 23:02:00 25835 14063
17-Sep-2011 04:40:00 25836 14065
17-Sep-2011 05:08:00 25837 14067
17-Sep-2011 17:08:00 25841 14068
17-Sep-2011 17:24:00 25842 14069
17-Sep-2011 17:25:00 25843 14070
17-Sep-2011 17:29:00 25844 14071
17-Sep-2011 17:38:00 25845 14072
17-Sep-2011 17:46:00 25846 14073
17-Sep-2011 17:52:00 25847 14074
17-Sep-2011 18:00:00 25848 14075
17-Sep-2011 18:08:00 25849 14076
17-Sep-2011 19:10:00 25850 14077
17-Sep-2011 19:44:00 25851 14078
17-Sep-2011 19:49:00 25852 14079
17-Sep-2011 20:25:00 25853 14080
17-Sep-2011 20:50:00 25854 14081
17-Sep-2011 20:55:00 25855 14082
17-Sep-2011 21:21:00 25856 14083
17-Sep-2011 21:51:00 25857 14084
17-Sep-2011 23:51:00 25858 14085
17-Sep-2011 23:58:00 25859 14086
18-Sep-2011 22:06:00 25860 14087
18-Sep-2011 22:40:00 25861 14088
18-Sep-2011 22:43:00 25862 14089
18-Sep-2011 23:07:00 25863 14090
18-Sep-2011 23:10:00 25864 14091
18-Sep-2011 23:19:00 25865 14092
19-Sep-2011 00:03:00 25866 14093
19-Sep-2011 00:11:00 25867 14094
19-Sep-2011 00:25:00 25868 14095
19-Sep-2011 00:41:00 25869 14096
19-Sep-2011 01:13:00 25870 14097
19-Sep-2011 01:20:00 25871 14098
19-Sep-2011 01:29:00 25872 14099
19-Sep-2011 01:35:00 25873 14100
19-Sep-2011 01:38:00 25874 14101
19-Sep-2011 01:46:00 25875 14102
19-Sep-2011 01:54:00 25876 14103
19-Sep-2011 02:04:00 25877 14104
19-Sep-2011 02:15:00 25878 14105
19-Sep-2011 02:29:00 25879 14106
19-Sep-2011 02:41:00 25880 14107
19-Sep-2011 02:55:00 25881 14108
19-Sep-2011 03:00:00 25882 14109
19-Sep-2011 03:02:00 25883 14110
19-Sep-2011 03:07:00 25884 14111
19-Sep-2011 03:11:00 25885 14112
19-Sep-2011 03:18:00 25886 14113
19-Sep-2011 03:30:00 25887 14114
19-Sep-2011 03:42:00 25888 14115
19-Sep-2011 03:52:00 25889 14116
19-Sep-2011 03:58:00 25890 14117
19-Sep-2011 04:10:00 25891 14118
19-Sep-2011 04:17:00 25892 14119
19-Sep-2011 04:26:00 25893 14120
19-Sep-2011 04:37:00 25894 14121
19-Sep-2011 04:49:00 25895 14122
19-Sep-2011 04:57:00 25896 14123
19-Sep-2011 05:14:00 25897 14124
19-Sep-2011 05:27:00 25898 14125
19-Sep-2011 05:40:00 25899 14126
19-Sep-2011 05:59:00 25900 14127
19-Sep-2011 06:16:00 25901 14128
19-Sep-2011 06:30:00 25902 14129
19-Sep-2011 06:39:00 25903 14130
19-Sep-2011 06:50:00 25904 14131
19-Sep-2011 07:08:00 25905 14132
19-Sep-2011 18:15:00 25906 14133
19-Sep-2011 22:17:00 25916 14134
19-Sep-2011 22:21:00 25917 14135
19-Sep-2011 22:40:00 25918 14136
19-Sep-2011 22:47:00 25919 14137
19-Sep-2011 23:05:00 25920 14138
19-Sep-2011 23:19:00 25921 14139
20-Sep-2011 00:47:00 25923 14140
20-Sep-2011 01:06:00 25924 14141
20-Sep-2011 01:12:00 25925 14142
20-Sep-2011 01:17:00 25926 14143
20-Sep-2011 01:24:00 25927 14144
20-Sep-2011 01:31:00 25928 14145
20-Sep-2011 01:44:00 25929 14146
20-Sep-2011 02:01:00 25930 14147
20-Sep-2011 02:14:00 25931 14148
20-Sep-2011 02:22:00 25932 14149
20-Sep-2011 02:25:00 25933 14150
20-Sep-2011 02:29:00 25934 14151
20-Sep-2011 02:30:00 25935 14152
20-Sep-2011 02:34:00 25936 14153
20-Sep-2011 02:47:00 25937 14154
20-Sep-2011 03:02:00 25938 14155
20-Sep-2011 03:23:00 25939 14156
20-Sep-2011 03:37:00 25940 14157
20-Sep-2011 03:51:00 25941 14158
20-Sep-2011 04:13:00 25942 14159
20-Sep-2011 04:32:00 25943 14160
20-Sep-2011 04:49:00 25944 14161
20-Sep-2011 04:56:00 25945 14162
20-Sep-2011 05:42:00 25946 14163
20-Sep-2011 05:54:00 25947 14164
20-Sep-2011 06:06:00 25948 14165
20-Sep-2011 06:12:00 25949 14166
20-Sep-2011 06:17:00 25950 14167
20-Sep-2011 06:28:00 25951 14168
20-Sep-2011 06:31:00 25952 14169
20-Sep-2011 06:38:00 25953 14170
20-Sep-2011 06:49:00 25954 14171
20-Sep-2011 06:53:00 25955 14172
20-Sep-2011 06:58:00 25956 14173
20-Sep-2011 07:09:00 25957 14174
20-Sep-2011 14:51:00 25958 14175
20-Sep-2011 17:26:00 25959 14178
20-Sep-2011 17:28:00 25960 14179
20-Sep-2011 17:40:00 25961 14180
20-Sep-2011 18:48:00 25962 14181
20-Sep-2011 18:52:00 25963 14182
20-Sep-2011 19:36:00 25964 14183
20-Sep-2011 20:58:00 25965 14184
20-Sep-2011 21:16:00 25966 14185
20-Sep-2011 21:36:00 25967 14186
20-Sep-2011 21:57:00 25968 14187
20-Sep-2011 22:16:00 25969 14188
20-Sep-2011 22:34:00 25970 14189
20-Sep-2011 22:40:00 25971 14190
20-Sep-2011 22:44:00 25972 14191
20-Sep-2011 23:12:00 25973 14192
20-Sep-2011 23:16:00 25974 14193
21-Sep-2011 00:01:00 25975 14194
21-Sep-2011 00:37:00 25976 14195
21-Sep-2011 01:03:00 25977 14196
21-Sep-2011 01:13:00 25978 14197
21-Sep-2011 01:43:00 25979 14198
21-Sep-2011 01:50:00 25980 14199
21-Sep-2011 02:28:00 25983 14200
21-Sep-2011 02:43:00 25984 14201
21-Sep-2011 03:11:00 25985 14202
21-Sep-2011 03:31:00 25986 14203
21-Sep-2011 03:52:00 25987 14204
21-Sep-2011 04:26:00 25988 14205
21-Sep-2011 04:57:00 25989 14206
21-Sep-2011 05:01:00 25990 14207
21-Sep-2011 05:08:00 25991 14208
21-Sep-2011 05:12:00 25992 14209
21-Sep-2011 05:16:00 25993 14210
21-Sep-2011 05:27:00 25994 14211
21-Sep-2011 05:42:00 25995 14212
21-Sep-2011 05:55:00 25996 14213
21-Sep-2011 06:09:00 25997 14214
21-Sep-2011 06:21:00 25998 14215
21-Sep-2011 06:28:00 25999 14216
21-Sep-2011 06:39:00 26000 14217
21-Sep-2011 06:57:00 26001 14218
21-Sep-2011 17:12:00 26002 14219
21-Sep-2011 17:15:00 26003 14220
21-Sep-2011 23:57:00 26029 14221
22-Sep-2011 00:08:00 26030 14222
22-Sep-2011 00:46:00 26031 14223
22-Sep-2011 00:53:00 26032 14224
22-Sep-2011 01:04:00 26033 14225
22-Sep-2011 01:18:00 26034 14226
22-Sep-2011 01:28:00 26035 14227
22-Sep-2011 01:39:00 26036 14228
22-Sep-2011 01:52:00 26037 14229
22-Sep-2011 02:03:00 26038 14230
22-Sep-2011 02:07:00 26039 14231
22-Sep-2011 02:15:00 26040 14232
22-Sep-2011 02:25:00 26041 14233
22-Sep-2011 02:31:00 26042 14234
22-Sep-2011 04:09:00 26043 14235
22-Sep-2011 04:19:00 26044 14236
22-Sep-2011 04:30:00 26045 14237
22-Sep-2011 04:44:00 26046 14238
22-Sep-2011 04:48:00 26047 14239
22-Sep-2011 04:59:00 26048 14240
22-Sep-2011 05:12:00 26049 14241
22-Sep-2011 05:29:00 26050 14242
22-Sep-2011 05:39:00 26051 14243
22-Sep-2011 05:54:00 26052 14244
22-Sep-2011 06:06:00 26053 14245
22-Sep-2011 06:11:00 26054 14246
22-Sep-2011 06:17:00 26055 14247
22-Sep-2011 06:22:00 26056 14248
22-Sep-2011 06:35:00 26057 14249
22-Sep-2011 06:42:00 26058 14250
22-Sep-2011 06:52:00 26059 14251
22-Sep-2011 07:13:00 26061 14252
22-Sep-2011 07:31:00 26062 14253
22-Sep-2011 08:42:00 26063 14254
22-Sep-2011 09:02:00 26064 14255
22-Sep-2011 09:22:00 26065 14256
22-Sep-2011 09:32:00 26066 14257
22-Sep-2011 09:52:00 26067 14258
22-Sep-2011 11:36:00 26069 14259
22-Sep-2011 12:15:00 26070 14260
22-Sep-2011 23:08:00 26082 14261
22-Sep-2011 23:11:00 26084 14262
22-Sep-2011 23:32:00 26085 14263
22-Sep-2011 23:40:00 26086 14264
22-Sep-2011 23:50:00 26087 14265
23-Sep-2011 00:01:00 26088 14266
23-Sep-2011 00:03:00 26089 14267
23-Sep-2011 00:10:00 26090 14268
23-Sep-2011 00:11:00 26091 14269
23-Sep-2011 00:22:00 26092 14270
23-Sep-2011 00:32:00 26093 14271
23-Sep-2011 01:28:00 26095 14272
23-Sep-2011 01:34:00 26096 14273
23-Sep-2011 01:45:00 26097 14274
23-Sep-2011 01:53:00 26098 14275
23-Sep-2011 02:04:00 26099 14276
23-Sep-2011 02:12:00 26100 14277
23-Sep-2011 02:24:00 26101 14278
23-Sep-2011 02:36:00 26102 14279
23-Sep-2011 02:46:00 26103 14280
23-Sep-2011 03:04:00 26104 14281
23-Sep-2011 03:23:00 26105 14282
23-Sep-2011 03:31:00 26106 14283
23-Sep-2011 03:43:00 26107 14284
23-Sep-2011 03:56:00 26108 14285
23-Sep-2011 04:15:00 26109 14286
23-Sep-2011 04:26:00 26110 14287
23-Sep-2011 04:35:00 26111 14288
23-Sep-2011 04:59:00 26112 14289
23-Sep-2011 05:01:00 26113 14290
23-Sep-2011 05:07:00 26114 14291
23-Sep-2011 05:18:00 26115 14292
23-Sep-2011 05:25:00 26116 14293
23-Sep-2011 05:36:00 26117 14294
23-Sep-2011 05:54:00 26118 14295
23-Sep-2011 06:03:00 26119 14296
23-Sep-2011 06:14:00 26120 14297
23-Sep-2011 06:22:00 26121 14298
23-Sep-2011 06:33:00 26122 14299
23-Sep-2011 06:50:00 26123 14300
23-Sep-2011 06:58:00 26124 14301
23-Sep-2011 07:08:00 26125 14302
23-Sep-2011 19:42:00 26126 14303
24-Sep-2011 00:47:00 26127 14304
24-Sep-2011 00:50:00 26128 14305
24-Sep-2011 01:44:00 26129 14306
24-Sep-2011 02:06:00 26130 14307
24-Sep-2011 02:26:00 26131 14308
24-Sep-2011 02:45:00 26132 14309
24-Sep-2011 03:26:00 26133 14310
24-Sep-2011 03:30:00 26134 14311
24-Sep-2011 03:48:00 26135 14312
24-Sep-2011 05:11:00 26136 14313
24-Sep-2011 05:40:00 26137 14314
24-Sep-2011 05:46:00 26138 14315
24-Sep-2011 05:49:00 26139 14316
24-Sep-2011 05:53:00 26140 14317
24-Sep-2011 05:56:00 26141 14318
25-Sep-2011 01:13:00 26142 14319
25-Sep-2011 01:20:00 26143 14320
25-Sep-2011 01:48:00 26144 14321
25-Sep-2011 01:56:00 26145 14322
25-Sep-2011 02:03:00 26146 14323
25-Sep-2011 02:11:00 26147 14324
25-Sep-2011 02:22:00 26148 14325
25-Sep-2011 02:26:00 26149 14326
25-Sep-2011 02:36:00 26150 14327
25-Sep-2011 02:47:00 26151 14328
25-Sep-2011 02:54:00 26152 14329
25-Sep-2011 03:05:00 26153 14330
25-Sep-2011 03:17:00 26154 14331
25-Sep-2011 03:27:00 26155 14332
25-Sep-2011 03:34:00 26156 14333
25-Sep-2011 03:43:00 26157 14334
25-Sep-2011 03:53:00 26158 14335
25-Sep-2011 04:05:00 26159 14336
25-Sep-2011 04:09:00 26160 14337
25-Sep-2011 04:21:00 26161 14338
25-Sep-2011 04:29:00 26162 14339
25-Sep-2011 04:40:00 26163 14340
25-Sep-2011 04:46:00 26164 14341
25-Sep-2011 04:58:00 26165 14342
25-Sep-2011 05:06:00 26166 14343
25-Sep-2011 05:17:00 26167 14344
25-Sep-2011 05:24:00 26168 14345
25-Sep-2011 05:36:00 26169 14346
25-Sep-2011 05:43:00 26170 14347
25-Sep-2011 05:55:00 26171 14348
25-Sep-2011 06:05:00 26172 14349
25-Sep-2011 06:21:00 26173 14350
